"tropical deforestation",0,0,1,2,1,0,0,0,0,0,1,0,0,0,2,1,1,1,0,0,10
"tropical forests",0,0,0,1,3,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,10
"brazilian amazon",0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,1,1,0,1,9
"forest degradation",0,0,0,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,9
"indigenous territories",0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,2,0,0,9
"latin america",0,0,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,0,0,0,9
"monitoring systems",0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0,1,1,0,0,9
"peoples local",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,3,9
"reducing deforestation",0,0,0,1,2,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,9
"tropical forest",0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,3,0,0,9
"unredd programme",0,0,0,0,0,0,0,1,1,1,2,1,3,0,0,0,0,0,0,0,9
"amazon basin",0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,1,0,0,0,0,8
"avoided deforestation",0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"carbon markets",0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8
"ecosystem services",0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8
"ghg emissions",0,0,1,2,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,8
"implementing redd",0,0,0,0,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,8
"mrv systems",0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,0,0,0,0,8
"reduce deforestation",0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3,0,8
"reducing emissions",0,0,0,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,8
"will also",0,0,1,0,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,1,8
"amazon forest",0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,7
"carbon market",0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7
"carbon stocks",0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,7
"climate ambition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,7
"deforestation degradation",0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7
"forests climate",0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,7
"indigenous climate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,7
"reduce emissions",0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
"use change",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,7
"amazon indigenous",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,0,6
"carbon emissions",0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,6
"case studies",0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,6
"challenges opportunities",0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,6
"deforestation forest",0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6
"design implementation",0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,6
"food security",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,6
"forest sector",0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6
"forestry projects",2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6
"global climate",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,6
"implementation redd",0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,6
"low carbon",0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,6
"pilot projects",0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,6
"public private",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,6
"redd will",0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,6
"territorial governance",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,6
"will highlight",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,6
"will showcase",0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,6
"action plan",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,5
"carbon biodiversity",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5
"carbon economy",0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,5
"carbon projects",0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5
"change redd",0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,5
"community forest",0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,5
"development redd",0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,5
"event aims",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,5
"forest fires",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,5
"forest landscape",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,5
"forward redd",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,5
"high quality",1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5
"indigenous organizations",0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,5
"international redd",0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5
"landscape restoration",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,5
"lessons redd",0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,5
"lulucf projects",2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"making redd",0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5
"monitoring system",0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,5
"national subnational",0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,5
"partnership forests",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5
"redd activities",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,5
"redd brazil",0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,5
"redd finance",0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,5
"redd monitoring",0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,5
"redd mrv",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,5
"redd programs",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,5
"redd strategies",0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"redd strategy",0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5
"redd subnational",0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,5
"rights indigenous",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,5
"supply chains",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,5
"task force",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5
"amazon fund",0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"amazonian indigenous",0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,4
"ar projects",0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"avoiding deforestation",0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"benefit sharing",0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,4
"best practices",0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4
"beyond carbon",0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,4
"bonn challenge",0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
"brazilian climate",0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4
"capacity development",0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4
"carbon credits",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4
"case study",0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4
"cdm forestry",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"climate finance",0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,4
"climate mitigation",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,4
"climate policy",0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4
"climate solutions",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,4
"collaborative partnership",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"congo basin",0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"countries redd",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"deforestation amazon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4
"deforestation developing",0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"emission reductions",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"emissions brazil",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4
"environmental services",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,4
"environmental standards",0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
"experiences redd",0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,4
"forest people",0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"forest restoration",0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4
"forestry climate",0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"full life",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,4
"global forest",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4
"global national",0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4
"hole research",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"human rights",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
"illegal logging",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"indigenous leaders",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4
"indigenous people",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4
"indigenous rights",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4
"innovative finance",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4
"kyoto protocol",2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"make redd",0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4
"national policy",0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4
"next steps",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"opportunities challenges",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,4
"participation redd",0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4
"peoples rights",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,4
"poverty reduction",0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"practical examples",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
"present lessons",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4
"present results",0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4
"redd amazon",0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4
"redd design",0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4
"redd initiatives",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
"redd regime",0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
"redd resultsbased",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,4
"redd social",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
"reductions deforestation",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
"research center",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"rural development",0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4
"scaling redd",0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4
"speakers will",0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,4
"sustainable forestry",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"systems can",0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4
"will focus",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,4
"will provide",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4
"woods hole",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4
"achievements lessons",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
"action forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
"adaptation indigenous",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3
"adaptation mechanism",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
"adaptation strategies",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3
"address climate",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3
"amazon deforestation",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
"amazon region",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3
"among others",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
"avoid deforestation",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
"based solutions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
"benefits community",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"benefits redd",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
"benefits sustainable",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
"beyond redd",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
"biodiversity conservation",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3
"brazil event",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
"brazil indonesia",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
"brazilian ndc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3
"bring together",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3
"building redd",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"can contribute",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
"can help",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3
"can support",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3
"carbon accounting",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
"carbon financing",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3
"carbon sequestration",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
"carbon sinks",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3
"challenges forest",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3
"change forest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3
"climate agreement",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"climate neutrality",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3
"climate platform",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
"climate protection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3
"climate resilient",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
"climate stability",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"conservation value",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"cost effective",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
"country needs",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3
"critical analysis",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"deforestation brazilian",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
"deforestation create",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
"deforestation event",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3
"deforestation jurisdictional",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
"deforestation red",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"destruction indigenous",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
"development amazon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3
"development tropical",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
"economies protect",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
"emissions tropical",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"event presents",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
"event shares",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
"experts discuss",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"experts will",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
"face climate",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
"finance redd",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
"financing mechanisms",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3
"forest countries",0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3
"forest cover",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"forest dependent",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
"forest ecosystems",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3
"forest landscapes",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3
"forest loss",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
"forest resources",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"forest sinks",0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"forestation projects",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
"forests global",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
"forests land",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
"forum readiness",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"framework redd",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3
"future redd",0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"gcf task",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
"global carbon",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"goals paris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3
"governance indigenous",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3
"government ecuador",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"governments civil",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
"green economy",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3
"green initiative",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"greenhouse gas",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
"halt deforestation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3
"high conservation",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"highlevel dialogue",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3
"increase investment",0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
"indigenous economy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3
"indigenous strategies",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
"information systems",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3
"innovative approaches",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
"integral sustainable",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
"international carbon",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"joint mitigation",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
"jurisdictional sustainability",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
"leading experts",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3
"life plans",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3
"local community",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3
"long term",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3
"management indigenous",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3
"manaus action",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
"measuring monitoring",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"mechanism integral",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3
"mrv system",0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
"multiple benefits",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3
"national development",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
"national levels",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3
"nationally determined",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3
"natural resources",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3
"nature based",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3
"ndc goals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3
"needed make",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
"new analysis",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
"new approaches",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3
"new guinea",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
"papua new",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
